JOB CODE,Compensation Grade,MIN,MID,MAX,FLSA,Job Class ID
51000,S27,$32.85,$41.89,$50.92,EXEMPT,S01
51329,S27,$32.85,$41.89,$50.92,EXEMPT,SP1
51569,S27,$32.85,$41.89,$50.92,EXEMPT,SP1
51604,S27,$32.85,$41.89,$50.92,EXEMPT,SR1
60120,S27,$32.85,$41.89,$50.92,NON-EXEMPT,P16
60285,S27,$32.85,$41.89,$50.92,NON-EXEMPT,N16
60475,S27,$32.85,$41.89,$50.92,EXEMPT,N21
60485,S27,$32.85,$41.89,$50.92,EXEMPT,N16
60967,S27,$32.85,$41.89,$50.92,EXEMPT,N02
60994,S27,$32.85,$41.89,$50.92,EXEMPT,N50
61010,S27,$32.85,$41.89,$50.92,NON-EXEMPT,P22
61243,S27,$32.85,$41.89,$50.92,EXEMPT,N38
61261,S27,$32.85,$41.89,$50.92,EXEMPT,N44
61327,S27,$32.85,$41.89,$50.92,EXEMPT,N16
61349,S27,$32.85,$41.89,$50.92,EXEMPT,N25
61560,S27,$32.85,$41.89,$50.92,EXEMPT,P63
61585,S27,$32.85,$41.89,$50.92,EXEMPT,N21
61597,S27,$32.85,$41.89,$50.92,EXEMPT,N27
61602,S27,$32.85,$41.89,$50.92,NON-EXEMPT,P05
61666,S27,$32.85,$41.89,$50.92,EXEMPT,P13
61710,S27,$32.85,$41.89,$50.92,EXEMPT,N27
61756,S27,$32.85,$41.89,$50.92,NON-EXEMPT,N27
62004,S27,$32.85,$41.89,$50.92,NON-EXEMPT,P16
62005,S27,$32.85,$41.89,$50.92,NON-EXEMPT,P16
62023,S27,$32.85,$41.89,$50.92,NON-EXEMPT,P16
68209,S27,$32.85,$41.89,$50.92,EXEMPT,N27
50375,S28,$34.49,$43.98,$53.46,EXEMPT,N21
50590,S28,$34.49,$43.98,$53.46,NON-EXEMPT,SP1
51028,S28,$34.49,$43.98,$53.46,EXEMPT,SP1
51219,S28,$34.49,$43.98,$53.46,NON-EXEMPT,SP1
51228,S28,$34.49,$43.98,$53.46,EXEMPT,S01
51257,S28,$34.49,$43.98,$53.46,NON-EXEMPT,SP1
51512,S28,$34.49,$43.98,$53.46,EXEMPT,S01
51888,S28,$34.49,$43.98,$53.46,NON-EXEMPT,S01
60147,S28,$34.49,$43.98,$53.46,NON-EXEMPT,P13
60148,S28,$34.49,$43.98,$53.46,NON-EXEMPT,P13
60580,S28,$34.49,$43.98,$53.46,EXEMPT,N27
60964,S28,$34.49,$43.98,$53.46,NON-EXEMPT,P10
60988,S28,$34.49,$43.98,$53.46,EXEMPT,N50
61167,S28,$34.49,$43.98,$53.46,EXEMPT,P13
61168,S28,$34.49,$43.98,$53.46,EXEMPT,P13
61265,S28,$34.49,$43.98,$53.46,EXEMPT,N44
61342,S28,$34.49,$43.98,$53.46,EXEMPT,N25
61348,S28,$34.49,$43.98,$53.46,EXEMPT,N25
61352,S28,$34.49,$43.98,$53.46,EXEMPT,N27
61388,S28,$34.49,$43.98,$53.46,EXEMPT,N27
62147,S28,$34.49,$43.98,$53.46,NON-EXEMPT,P13
62148,S28,$34.49,$43.98,$53.46,NON-EXEMPT,P13
50591,S29,$36.22,$46.18,$56.14,NON-EXEMPT,SP1
60146,S29,$36.22,$46.18,$56.14,NON-EXEMPT,P13
61166,S29,$36.22,$46.18,$56.14,EXEMPT,P13
61307,S29,$36.22,$46.18,$56.14,EXEMPT,N50
61463,S29,$36.22,$46.18,$56.14,EXEMPT,N16
61500,S29,$36.22,$46.18,$56.14,EXEMPT,P59
61509,S29,$36.22,$46.18,$56.14,EXEMPT,N10
61544,S29,$36.22,$46.18,$56.14,EXEMPT,N21
61694,S29,$36.22,$46.18,$56.14,EXEMPT,R22
62146,S29,$36.22,$46.18,$56.14,NON-EXEMPT,P13
68293,S29,$36.22,$46.18,$56.14,EXEMPT,N27
51517,S30,$38.03,$48.49,$58.95,EXEMPT,S01
60001,S30,$38.03,$48.49,$58.95,NON-EXEMPT,N27
60386,S30,$38.03,$48.49,$58.95,EXEMPT,N27
60396,S30,$38.03,$48.49,$58.95,EXEMPT,N27
60972,S30,$38.03,$48.49,$58.95,EXEMPT,N27
61182,S30,$38.03,$48.49,$58.95,EXEMPT,P13
61236,S30,$38.03,$48.49,$58.95,NON-EXEMPT,E01
61275,S30,$38.03,$48.49,$58.95,EXEMPT,P13
61276,S30,$38.03,$48.49,$58.95,EXEMPT,P13
61684,S30,$38.03,$48.49,$58.95,EXEMPT,N42
61703,S30,$38.03,$48.49,$58.95,EXEMPT,N42
50558,S31,$39.93,$50.91,$61.89,EXEMPT,SP1
50650,S31,$39.93,$50.91,$61.89,EXEMPT,S01
61232,S31,$39.93,$50.91,$61.89,EXEMPT,P18
61274,S31,$39.93,$50.91,$61.89,EXEMPT,P13
61529,S31,$39.93,$50.91,$61.89,EXEMPT,N10
51266,S32,$41.84,$53.34,$64.85,EXEMPT,SP1
61704,S32,$41.84,$53.34,$64.85,EXEMPT,N42
59131,S33,$44.02,$56.13,$68.23,EXEMPT,S01
60569,S33,$44.02,$56.13,$68.23,EXEMPT,P56
61147,S33,$44.02,$56.13,$68.23,EXEMPT,N50
61805,S35,$48.54 ,$61.89 ,$75.24 ,EXEMPT,N46
61398,S37,$53.51,$68.23,$82.94,NON-EXEMPT,P16
61462,S37,$53.51,$68.23,$82.94,EXEMPT,P19
62006,S37,$53.51,$68.23,$82.94,NON-EXEMPT,P16
61502,S41,$65.04,$82.93,$100.81,EXEMPT,P19
61548,S41,$65.04,$82.93,$100.81,EXEMPT,P01
62548,S41,$65.04,$82.93,$100.81,NON-EXEMPT,P01
61503,S44,$75.30,$96.00,$116.72,EXEMPT,P19
54926,S45,$79.06,$100.80,$122.54,EXEMPT,SP1
,,,,,,
,,,,"$134,888.00",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
