JOB CODE,Compensation Grade,MIN,MID,MAX,FLSA,Job Class ID
41760,M10,$43.82,$54.77,$65.73,EXEMPT,M01
41851,M10,$43.82,$54.77,$65.73,EXEMPT,M01
41885,M10,$43.82,$54.77,$65.73,EXEMPT,M01
41994,M10,$43.82,$54.77,$65.73,EXEMPT,MP1
31533,M11,$47.32,$59.15,$70.99,EXEMPT,D01
40067,M11,$47.32,$59.15,$70.99,EXEMPT,MR1
40586,M11,$47.32,$59.15,$70.99,EXEMPT,MP1
40892,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41062,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41403,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41407,M11,$47.32,$59.15,$70.99,EXEMPT,MP1
41435,M11,$47.32,$59.15,$70.99,EXEMPT,MP1
41436,M11,$47.32,$59.15,$70.99,EXEMPT,MP1
41451,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41625,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41636,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41656,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41727,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41744,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41781,M11,$47.32,$59.15,$70.99,EXEMPT,MR1
41788,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41789,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41790,M11,$47.32,$59.15,$70.99,EXEMPT,MR1
41850,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41852,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41879,M11,$47.32,$59.15,$70.99,EXEMPT,M01
41880,M11,$47.32,$59.15,$70.99,EXEMPT,MP1
41881,M11,$47.32,$59.15,$70.99,EXEMPT,MP1
41882,M11,$47.32,$59.15,$70.99,EXEMPT,MP1
49105,M11,$47.32,$59.15,$70.99,EXEMPT,MR1
31313,M12,$51.11,$63.89,$76.66,EXEMPT,DP1
31400,M12,$51.11,$63.89,$76.66,EXEMPT,D01
38103,M12,$51.11,$63.89,$76.66,EXEMPT,D01
38332,M12,$51.11,$63.89,$76.66,EXEMPT,DR1
41338,M12,$51.11,$63.89,$76.66,EXEMPT,MP1
41339,M12,$51.11,$63.89,$76.66,EXEMPT,MP1
41340,M12,$51.11,$63.89,$76.66,EXEMPT,MP1
41341,M12,$51.11,$63.89,$76.66,EXEMPT,MP1
41349,M12,$51.11,$63.89,$76.66,EXEMPT,M01
41368,M12,$51.11,$63.89,$76.66,EXEMPT,MR1
41430,M12,$51.11,$63.89,$76.66,EXEMPT,M01
41566,M12,$51.11,$63.89,$76.66,EXEMPT,MR1
41754,M12,$51.11,$63.89,$76.66,EXEMPT,MR1
41785,M12,$51.11,$63.89,$76.66,EXEMPT,M01
41859,M12,$51.11,$63.89,$76.66,EXEMPT,M01
41878,M12,$51.11,$63.89,$76.66,EXEMPT,MP1
41990,M12,$51.11,$63.89,$76.66,EXEMPT,M01
42194,M12,$51.11,$63.89,$76.66,EXEMPT,M01
48229,M12,$51.11,$63.89,$76.66,EXEMPT,M01
30003,M13,$55.20,$69.00,$82.80,EXEMPT,D01
30009,M13,$55.20,$69.00,$82.80,EXEMPT,D01
30803,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31364,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31414,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31422,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31428,M13,$55.20,$69.00,$82.80,EXEMPT,DP1
31521,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31522,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31614,M13,$55.20,$69.00,$82.80,EXEMPT,DP1
31686,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31701,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31764,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31799,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31850,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31853,M13,$55.20,$69.00,$82.80,EXEMPT,D01
31856,M13,$55.20,$69.00,$82.80,EXEMPT,D01
38201,M13,$55.20,$69.00,$82.80,EXEMPT,D01
38202,M13,$55.20,$69.00,$82.80,EXEMPT,D01
38271,M13,$55.20,$69.00,$82.80,EXEMPT,D01
38279,M13,$55.20,$69.00,$82.80,EXEMPT,D01
39101,M13,$55.20,$69.00,$82.80,EXEMPT,D01
40587,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
40588,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41152,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41405,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41460,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41504,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41505,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41508,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41516,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41561,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41590,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41619,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41690,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41726,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41729,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41730,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41731,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41745,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41747,M13,$55.20,$69.00,$82.80,Exempt,MR1
41753,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41759,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
41861,M13,$55.20,$69.00,$82.80,EXEMPT,M01
41891,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
48310,M13,$55.20,$69.00,$82.80,EXEMPT,MR1
30004,M14,$59.61,$74.52,$89.42,EXEMPT,D01
30116,M14,$59.61,$74.52,$89.42,EXEMPT,DR1
30117,M14,$59.61,$74.52,$89.42,EXEMPT,DR1
31032,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31349,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31506,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31536,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31545,M14,$59.61,$74.52,$89.42,EXEMPT,DP1
31551,M14,$59.61,$74.52,$89.42,EXEMPT,DP1
31553,M14,$59.61,$74.52,$89.42,EXEMPT,DP1
31589,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31609,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31662,M14,$59.61,$74.52,$89.42,EXEMPT,DP1
31703,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31765,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31784,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31796,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31798,M14,$59.61,$74.52,$89.42,EXEMPT,DR1
31811,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31823,M14,$59.61,$74.52,$89.42,EXEMPT,D01
31841,M14,$59.61,$74.52,$89.42,EXEMPT,DR1
31854,M14,$59.61,$74.52,$89.42,EXEMPT,D01
34064,M14,$59.61,$74.52,$89.42,EXEMPT,D01
38104,M14,$59.61,$74.52,$89.42,EXEMPT,D01
38330,M14,$59.61,$74.52,$89.42,EXEMPT,D01
39107,M14,$59.61,$74.52,$89.42,EXEMPT,DR1
41602,M14,$59.61,$74.52,$89.42,EXEMPT,MR1
41643,M14,$59.61,$74.52,$89.42,EXEMPT,MR1
41693,M14,$59.61,$74.52,$89.42,EXEMPT,MR1
41897,M14,$59.61,$74.52,$89.42,EXEMPT,MR1
48307,M14,$59.61,$74.52,$89.42,EXEMPT,MR1
30001,M15,$64.38,$80.48,$96.57,EXEMPT,D01
30002,M15,$64.38,$80.48,$96.57,EXEMPT,D01
30005,M15,$64.38,$80.48,$96.57,EXEMPT,D01
30006,M15,$64.38,$80.48,$96.57,EXEMPT,D02
30900,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31083,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31410,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31412,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31413,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31418,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31523,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31530,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31546,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31552,M15,$64.38,$80.48,$96.57,EXEMPT,DP1
31611,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31647,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31710,M15,$64.38,$80.48,$96.57,EXEMPT,DR1
31741,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31744,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31757,M15,$64.38,$80.48,$96.57,EXEMPT,DR1
31768,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31769,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31787,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31801,M15,$64.38,$80.48,$96.57,EXEMPT,D02
31808,M15,$64.38,$80.48,$96.57,EXEMPT,DR1
31810,M15,$64.38,$80.48,$96.57,EXEMPT,D02
31813,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31814,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31829,M15,$64.38,$80.48,$96.57,EXEMPT,DP1
31832,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31848,M15,$64.38,$80.48,$96.57,EXEMPT,DR1
31901,M15,$64.38,$80.48,$96.57,EXEMPT,D01
31902,M15,$64.38,$80.48,$96.57,EXEMPT,D01
38304,M15,$64.38,$80.48,$96.57,EXEMPT,D01
39000,M15,$64.38,$80.48,$96.57,EXEMPT,D01
41304,M15,$64.38,$80.48,$96.57,EXEMPT,MP1
41875,M15,$64.38,$80.48,$96.57,EXEMPT,MP1
30028,M16,$69.53,$86.92,$104.30,EXEMPT,D03
30035,M16,$69.53,$86.92,$104.30,EXEMPT,D03
31415,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31547,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31549,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31556,M16,$69.53,$86.92,$104.30,EXEMPT,D03
31615,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31618,M16,$69.53,$86.92,$104.30,EXEMPT,DR1
31702,M16,$69.53,$86.92,$104.30,EXEMPT,D02
31709,M16,$69.53,$86.92,$104.30,EXEMPT,DR1
31747,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31788,M16,$69.53,$86.92,$104.30,EXEMPT,D02
31797,M16,$69.53,$86.92,$104.30,EXEMPT,DR1
31822,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31827,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31831,M16,$69.53,$86.92,$104.30,EXEMPT,D01
31900,M16,$69.53,$86.92,$104.30,EXEMPT,D01
38233,M16,$69.53,$86.92,$104.30,EXEMPT,D02
38313,M16,$69.53,$86.92,$104.30,EXEMPT,D02
31557,M17,$75.10,$93.87,$112.64,EXEMPT,D01
31568,M17,$75.10,$93.87,$112.64,EXEMPT,D02
31631,M17,$75.10,$93.87,$112.64,EXEMPT,D01
31803,M17,$75.10,$93.87,$112.64,EXEMPT,D02
31818,M17,$75.10,$93.87,$112.64,EXEMPT,D02
31824,M17,$75.10,$93.87,$112.64,EXEMPT,D02
31836,M17,$75.10,$93.87,$112.64,EXEMPT,D01
31839,M17,$75.10,$93.87,$112.64,EXEMPT,D01
38210,M17,$75.10,$93.87,$112.64,EXEMPT,D01
38312,M17,$75.10,$93.87,$112.64,EXEMPT,D02
41555,M17,$75.10,$93.87,$112.64,EXEMPT,MP1
31420,M18,$81.10,$101.38,$121.66,EXEMPT,D03
31488,M18,$81.10,$101.38,$121.66,EXEMPT,DR1
31569,M18,$81.10,$101.38,$121.66,EXEMPT,D02
31590,M18,$81.10,$101.38,$121.66,EXEMPT,D02
31629,M18,$81.10,$101.38,$121.66,EXEMPT,D03
31802,M18,$81.10,$101.38,$121.66,EXEMPT,D03
31805,M18,$81.10,$101.38,$121.66,EXEMPT,DP1
31809,M18,$81.10,$101.38,$121.66,EXEMPT,D03
31812,M18,$81.10,$101.38,$121.66,EXEMPT,D03
31819,M18,$81.10,$101.38,$121.66,EXEMPT,D03
31820,M18,$81.10,$101.38,$121.66,EXEMPT,D03
31837,M18,$81.10,$101.38,$121.66,EXEMPT,D02
32000,M18,$81.10,$101.38,$121.66,EXEMPT,DR1
38200,M18,$81.10,$101.38,$121.66,EXEMPT,DR1
30014,M19,$87.59,$109.49,$131.39,EXEMPT,D02
30025,M19,$87.59,$109.49,$131.39,EXEMPT,D02
31558,M19,$87.59,$109.49,$131.39,EXEMPT,D02
31592,M19,$87.59,$109.49,$131.39,EXEMPT,D03
31604,M19,$87.59,$109.49,$131.39,EXEMPT,D02
31626,M19,$87.59,$109.49,$131.39,EXEMPT,D03
31817,M19,$87.59,$109.49,$131.39,EXEMPT,D02
31601,M20,$94.60,$118.25,$141.90,EXEMPT,D02
31706,M20,$94.60,$118.25,$141.90,EXEMPT,D02
31707,M20,$94.60,$118.25,$141.90,EXEMPT,D02
31828,M20,$94.60,$118.25,$141.90,EXEMPT,D02
31843,M20,$94.60,$118.25,$141.90,EXEMPT,D02
31734,M21,$102.17,$127.71,$153.25,EXEMPT,D02
31835,M21,$102.17,$127.71,$153.25,EXEMPT,D03
31844,M22,$110.34,$137.93,$165.51,EXEMPT,D02
31804,M23,$119.17,$148.96,$178.75,EXEMPT,D03
72008,M24,$128.70,$160.88,$193.05,EXEMPT,DMD
72017,M24,$128.70,$160.88,$193.05,NON-EXEMPT,DMD
72029,M24,$128.70,$160.88,$193.05,EXEMPT,D07
72501,MD1,$26.44,$33.05,$39.66,EXEMPT,P60
72502,MD2,$26.44,$33.05,$39.66,EXEMPT,P60
72503,MD3,$26.44,$33.05,$39.66,EXEMPT,P60
72504,MD4,$26.44,$33.05,$39.66,EXEMPT,P60
72514,MD4,$26.44,$33.05,$39.66,EXEMPT,P60
72505,MD5,$26.44,$33.05,$39.66,EXEMPT,P60
72515,MD5,$26.44,$33.05,$39.66,EXEMPT,P60
72506,MD6,$26.44,$33.05,$39.66,EXEMPT,P60
72516,MD6,$26.44,$33.05,$39.66,EXEMPT,P60
72507,MD7,$26.44,$33.05,$39.66,EXEMPT,P60
72509,MD7,$26.44,$33.05,$39.66,EXEMPT,P60
72517,MD7,$26.44,$33.05,$39.66,EXEMPT,P60
72508,MD8,$26.44,$33.05,$39.66,EXEMPT,P60
72518,MD8,$26.44,$33.05,$39.66,EXEMPT,P60
89000,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH1
89001,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH2
89002,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH3
89003,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH3
89004,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH4
89006,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH6
89007,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH7
89010,NE1,$0.00,$0.00,$0.00,NON-EXEMPT,AH9
60663,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R07
61062,R04,$28.70,$38.75,$48.79,EXEMPT,R55
61067,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R06
61088,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R06
62062,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R55
68121,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R06
68319,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R06
68321,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R06
69108,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R06
69121,R04,$28.70,$38.75,$48.79,NON-EXEMPT,R06
60594,R06,$30.63,$41.35,$52.07,EXEMPT,R22
61006,R06,$30.63,$41.35,$52.07,NON-EXEMPT,R06
61128,R06,$30.63,$41.35,$52.07,EXEMPT,R07
61499,R06,$30.63,$41.35,$52.07,EXEMPT,R06
62352,R06,$30.63,$41.35,$52.07,NON-EXEMPT,R06
62353,R06,$30.63,$41.35,$52.07,NON-EXEMPT,R06
63175,R06,$30.63,$41.35,$52.07,NON-EXEMPT,R06
69120,R06,$30.63,$41.35,$52.07,EXEMPT,R07
69133,R06,$30.63,$41.35,$52.07,EXEMPT,R07
51264,R07,$32.16,$43.42,$54.68,EXEMPT,SR1
60002,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R07
60035,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60270,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60399,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60551,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60552,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60553,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60557,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60558,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60561,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60562,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
60587,R07,$32.16,$43.42,$54.68,EXEMPT,R55
61002,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61037,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61070,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61071,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61075,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R09
61076,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61081,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61085,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R09
61086,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61087,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61090,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61091,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61095,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R09
61114,R07,$32.16,$43.42,$54.68,EXEMPT,R07
61127,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61130,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61137,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61138,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61140,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61143,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61151,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61152,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61171,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61191,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61207,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61242,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61314,R07,$32.16,$43.42,$54.68,EXEMPT,N25
61341,R07,$32.16,$43.42,$54.68,EXEMPT,R07
61360,R07,$32.16,$43.42,$54.68,EXEMPT,R06
61377,R07,$32.16,$43.42,$54.68,EXEMPT,R06
61420,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61421,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61422,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61423,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61424,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61425,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61426,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61428,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61429,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61430,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61432,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61434,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61435,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61438,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61439,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61440,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61441,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61442,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61443,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61444,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61445,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61478,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61479,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61510,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R09
61571,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61580,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61677,R07,$32.16,$43.42,$54.68,EXEMPT,R06
61771,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
61774,R07,$32.16,$43.42,$54.68,EXEMPT,R01
61837,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
62069,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R07
62171,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
62173,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
62174,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
62181,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
62191,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
63095,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
63096,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
63097,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
63098,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
63099,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
63100,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
63101,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
67071,R07,$32.16,$43.42,$54.68,NON-EXEMPT,R06
50377,R09,$35.46,$47.87,$60.28,NON-EXEMPT,SR1
51048,R09,$35.46,$47.87,$60.28,NON-EXEMPT,SP1
51134,R09,$35.46,$47.87,$60.28,EXEMPT,SR1
51250,R09,$35.46,$47.87,$60.28,EXEMPT,SR1
60003,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R05
60151,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R01
60160,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R05
60167,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R55
60259,R09,$35.46,$47.87,$60.28,EXEMPT,R04
60277,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R05
60567,R09,$35.46,$47.87,$60.28,EXEMPT,R55
60593,R09,$35.46,$47.87,$60.28,EXEMPT,N25
60677,R09,$35.46,$47.87,$60.28,EXEMPT,R01
60686,R09,$35.46,$47.87,$60.28,EXEMPT,R22
60689,R09,$35.46,$47.87,$60.28,EXEMPT,R07
60941,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61099,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61118,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61119,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61141,R09,$35.46,$47.87,$60.28,EXEMPT,R07
61206,R09,$35.46,$47.87,$60.28,EXEMPT,R07
61231,R09,$35.46,$47.87,$60.28,EXEMPT,R07
61235,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R55
61241,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R07
61245,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61249,R09,$35.46,$47.87,$60.28,EXEMPT,R55
61254,R09,$35.46,$47.87,$60.28,EXEMPT,R07
61255,R09,$35.46,$47.87,$60.28,EXEMPT,R07
61256,R09,$35.46,$47.87,$60.28,EXEMPT,R07
61271,R09,$35.46,$47.87,$60.28,EXEMPT,R06
61293,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61295,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61300,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61302,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61351,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61368,R09,$35.46,$47.87,$60.28,EXEMPT,R55
61407,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61408,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61409,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61410,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61414,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61477,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61484,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61485,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61498,R09,$35.46,$47.87,$60.28,EXEMPT,R06
61504,R09,$35.46,$47.87,$60.28,EXEMPT,R55
61508,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61512,R09,$35.46,$47.87,$60.28,EXEMPT,R55
61513,R09,$35.46,$47.87,$60.28,EXEMPT,R55
61562,R09,$35.46,$47.87,$60.28,EXEMPT,R07
61563,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61567,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61595,R09,$35.46,$47.87,$60.28,EXEMPT,N25
61603,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R06
61653,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R07
61667,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61692,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61693,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61748,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61750,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61754,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61758,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R01
61762,R09,$35.46,$47.87,$60.28,EXEMPT,R05
61779,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61811,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61812,R09,$35.46,$47.87,$60.28,EXEMPT,R01
61878,R09,$35.46,$47.87,$60.28,EXEMPT,R55
61895,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61901,R09,$35.46,$47.87,$60.28,EXEMPT,R22
61915,R09,$35.46,$47.87,$60.28,EXEMPT,R07
62151,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R01
62154,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R07
62193,R09,$35.46,$47.87,$60.28,EXEMPT,
62273,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R05
62498,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R06
62567,R09,$35.46,$47.87,$60.28,NON-EXEMPT,R55
62657,R09,$35.46,$47.87,$60.28,EXEMPT,R07
65572,R09,,,,EXEMPT,R22
65750,R09,$35.46,$47.87,$60.28,EXEMPT,R06
68242,R09,$35.46,$47.87,$60.28,EXEMPT,R22
68245,R09,$35.46,$47.87,$60.28,EXEMPT,R01
68273,R09,$35.46,$47.87,$60.28,EXEMPT,R05
